,brand,model,registration_year,fuel_type,seats,rto_state,transmission_type,ownership,engine(cc),kms_driven,engine_power(bhp),mileage(kmpl),has_parking_sensors,has_automatic_climate_control,has_rear_ac_vents,has_central_locking,has_air_purifier,vehicle_price(lakhs),new_vehicle_price(lakhs)
5796,Hyundai,Creta,2024,Petrol,5 Seats,Tamil Nadu,Automatic,First Owner,1497,30000,113.406,16.856,0,0,0,0,0,17.5,23.68
5797,Honda,WR-V,2018,Petrol,5 Seats,Bihar,Manual,Second Owner,1199,40000,88.639,17.905,0,0,0,0,0,6.25,10.94
5798,Tata,Tigor,2023,Petrol,5 Seats,Jharkhand,Manual,First Owner,1199,40000,85.367,19.665,0,0,0,0,0,5.9,6.76
5799,Hyundai,Verna,2014,Diesel,5 Seats,Tamil Nadu,Manual,Second Owner,1582,90000,126.308,22.479,0,0,0,0,0,4.85,12.82
5800,Tata,Punch,2023,Petrol,5 Seats,Bihar,Manual,First Owner,1199,30000,85.645,19.658,0,0,0,0,0,7.55,9.04
5801,Renault,Duster,2017,Diesel,5 Seats,Tamil Nadu,Manual,Third Owner,1461,150000,91.36,20.632,0,0,0,0,0,5.5,13.92
5802,Toyota,Urban,2021,Petrol,5 Seats,Tamil Nadu,Automatic,First Owner,1462,160000,101.717,20.165,0,0,0,0,0,9.0,14.51
5803,Ford,Figo,2011,Diesel,5 Seats,Tamil Nadu,Manual,First Owner,1399,160000,68.211,19.895,0,0,0,0,0,2.0,7.05
5804,Hyundai,i10,2014,Petrol,5 Seats,Tamil Nadu,Manual,Second Owner,1197,90000,80.776,19.834,0,0,0,0,0,3.5,6.67
5805,Mahindra,Verito,2012,Diesel,5 Seats,Tamil Nadu,Manual,Second Owner,1461,150000,83.68,21.833,0,0,0,0,0,1.4,7.56
5806,Maruti,Ertiga,2023,CNG,7 Seats,Tamil Nadu,Manual,First Owner,1462,20000,95.257,23.202,0,0,0,0,0,12.5,13.62
5807,Mahindra,Thar,2025,Petrol,4 Seats,Delhi,Automatic,First Owner,1997,9150,150.19,8.0,0,0,0,0,0,14.99,17.5
5808,Maruti,Vitara,2021,Petrol,5 Seats,Jharkhand,Manual,First Owner,1462,10000,103.26,17.03,1,1,0,0,0,7.5,10.17
5809,Renault,Scala,2013,Diesel,5 Seats,Tamil Nadu,Manual,Second Owner,1461,90000,84.8,21.64,0,1,1,0,0,2.0,10.7
5810,Skoda,Kushaq,2023,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1498,60000,147.51,17.95,0,1,0,0,0,16.0,22.79
5811,Kia,Sonet,2023,Diesel,5 Seats,Tamil Nadu,Manual,First Owner,1493,40000,108.704,19.456,0,0,0,0,0,10.5,15.14
5812,Maruti,Alto,2015,Petrol,5 Seats,Tamil Nadu,Manual,Second Owner,796,71000,47.3,22.74,0,0,0,0,0,2.5,4.05
5813,Hyundai,Venue,2020,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,998,70000,118.35,18.27,1,0,1,0,0,8.0,9.69
5814,Maruti,Swift,2021,Petrol,5 Seats,Unknown,Manual,First Owner,1197,20000,81.8,21.21,0,0,0,0,0,6.23,7.34
5815,Maruti,Alto,2014,Petrol,5 Seats,Unknown,Manual,Second Owner,796,26000,47.3,22.74,0,0,0,0,0,2.7,3.73
5816,Maruti,Ertiga,2025,Petrol,7 Seats,Tamil Nadu,Manual,First Owner,1462,11000,101.64,20.51,1,1,1,0,0,10.0,13.98
5817,Toyota,Glanza,2019,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1197,43000,81.8,21.01,0,1,0,0,0,7.0,9.1
5818,Hyundai,Grand,2016,Diesel,5 Seats,Tamil Nadu,Manual,Third Owner,1120,140000,70.0,24.0,0,0,1,0,0,3.5,8.03
5819,Toyota,Camry,2025,Petrol,5 Seats,Unknown,Automatic,Second Owner,2487,11000,227.0,25.49,0,1,0,0,1,35.0,61.99
5820,Honda,Amaze,2014,Diesel,5 Seats,Tamil Nadu,Manual,First Owner,1498,250000,98.6,25.8,0,0,0,0,0,3.0,7.6
5821,Citroen,C3,2022,Petrol,5 Seats,Unknown,Manual,Second Owner,1198,35000,80.46,19.3,0,0,0,0,0,5.0,8.38
5822,Toyota,Etios,2011,Diesel,5 Seats,Tamil Nadu,Manual,Second Owner,1364,125000,68.691,23.59,0,0,0,0,0,3.5,7.65
5823,Maruti,Alto,2017,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,796,88000,47.3,24.7,0,0,0,0,0,3.5,4.24
5824,Maruti,Alto,2017,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,796,45000,47.3,24.7,0,0,0,0,0,3.0,4.24
5825,Mahindra,Marazzo,2020,Diesel,8 Seats,Unknown,Manual,First Owner,1497,92000,116.392,18.04,0,0,0,0,0,9.0,11.78
5826,Maruti,Alto,2015,Petrol,5 Seats,Unknown,Manual,Second Owner,796,100500,47.3,22.74,0,0,0,0,0,2.38,3.66
5827,Maruti,Swift,2010,Petrol,5 Seats,Tamil Nadu,Manual,Second Owner,1197,128000,79.788,16.1,0,0,0,1,0,2.25,5.53
5828,Chevrolet,Cruze,2010,Diesel,5 Seats,Kerala,Manual,First Owner,1991,140000,147.9,18.3,0,1,0,0,1,2.85,17.69
5829,Hyundai,Grand,2017,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1197,42000,82.0,18.9,0,0,0,1,0,5.5,6.3
5830,Maruti,Omni,2014,Petrol,5 Seats,Tamil Nadu,Manual,Second Owner,796,60000,46.622,19.965,0,0,0,0,0,2.5,3.72
5831,Maruti,Wagon,2014,Petrol,5 Seats,Haryana,Manual,Third Owner,998,120000,67.274,20.308,0,0,0,0,0,1.65,4.77
5832,Toyota,Fortuner,2025,Diesel,7 Seats,Unknown,Automatic,Second Owner,2755,12000,201.15,14.0,0,1,0,0,0,30.0,46.23
5833,Fiat,Punto,2019,Diesel,5 Seats,Odisha,Manual,Third Owner,1248,70000,91.7,20.5,0,0,0,0,0,3.4,7.47
5834,Tata,Hexa,2018,Diesel,7 Seats,Odisha,Automatic,First Owner,2179,150000,153.86,13.741,0,1,1,0,0,8.0,22.04
5835,Renault,KWID,2018,Petrol,5 Seats,Unknown,Automatic,First Owner,999,94000,67.0,24.04,0,0,0,1,0,3.0,5.68
5836,Maruti,Wagon,2016,Petrol,5 Seats,Bihar,Manual,Second Owner,998,150000,67.04,20.51,0,0,0,1,0,2.1,5.24
5837,Maruti,Ciaz,2017,Diesel,5 Seats,Bihar,Manual,Fifth Owner,1248,97000,88.5,28.09,1,1,1,0,0,5.5,11.54
5838,Chevrolet,Sail,2017,Petrol,5 Seats,Unknown,Manual,First Owner,1199,136000,82.4,18.2,0,0,0,0,0,3.0,5.86
5839,Hyundai,Creta,2018,Diesel,5 Seats,Haryana,Manual,Second Owner,1582,70000,126.2,19.67,0,1,0,0,1,9.0,15.59
5840,Honda,Amaze,2024,Petrol,5 Seats,Bihar,Manual,First Owner,1199,10000,89.0,18.65,1,1,1,0,0,8.5,10.78
5841,Toyota,Fortuner,2025,Diesel,7 Seats,Unknown,Manual,Fifth Owner,2755,9000,201.15,12.0,0,1,0,0,0,35.0,51.23
5842,Maruti,Swift,2018,Diesel,5 Seats,Bihar,Manual,Second Owner,1248,50000,74.02,28.4,1,0,1,0,0,5.8,8.73
5843,Maruti,Eeco,2022,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1197,66000,79.65,19.71,0,0,0,0,0,5.75,6.69
5844,Tata,Indigo,2011,Diesel,5 Seats,Odisha,Manual,First Owner,1396,156000,69.0,19.09,0,0,0,0,0,1.5,6.23
5845,Maruti,Swift,2020,Diesel,5 Seats,Odisha,Manual,First Owner,1248,108000,74.02,28.4,1,0,1,0,0,6.1,8.58
5846,Tata,Indigo,2011,Petrol,5 Seats,Odisha,Manual,First Owner,1396,125000,81.842,14.4,0,0,0,0,0,1.25,5.95
5847,Hyundai,EON,2014,Petrol,5 Seats,Himachal Pradesh,Manual,First Owner,814,49000,55.2,21.1,0,0,0,1,0,1.5,4.7
5848,Mahindra,Bolero,2025,Diesel,7 Seats,Unknown,Manual,First Owner,1493,25000,74.96,16.0,1,0,0,0,0,9.94,11.28
5849,Hyundai,Verna,2021,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,1497,60000,112.8,17.651,0,0,0,0,0,10.0,13.27
5850,Ford,Ecosport,2015,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,1499,90000,114.035,16.152,0,0,0,0,0,3.7,7.66
5851,Volkswagen,Polo,2017,Petrol,5 Seats,Uttarakhand,Manual,Third Owner,1198,79000,74.0,18.78,0,0,0,1,0,3.0,6.17
5852,Nissan,Terrano,2014,Diesel,5 Seats,Uttar Pradesh,Manual,First Owner,1461,150000,93.556,20.654,0,0,0,0,0,2.8,11.78
5853,Hyundai,EON,2012,Petrol,5 Seats,Delhi,Manual,First Owner,814,150000,55.58,20.952,0,0,0,0,0,1.5,4.4
5854,Maruti,Eeco,2021,CNG,5 Seats,Unknown,Manual,Second Owner,1196,94000,62.798,22.627,0,0,0,0,0,3.0,6.58
5855,Tata,Nexon,2021,Petrol,5 Seats,Haryana,Manual,First Owner,1199,98000,118.35,17.33,1,0,0,0,0,5.0,10.61
5856,Maruti,Grand,2023,Petrol,5 Seats,Unknown,Manual,First Owner,1462,38000,101.64,21.11,0,1,0,0,0,11.5,13.75
5857,Maruti,Wagon,2014,Petrol,5 Seats,Odisha,Manual,Third Owner,998,112000,67.04,20.51,0,0,0,1,0,2.5,5.2
5858,Kia,Sonet,2021,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,1197,52000,81.86,18.4,1,1,1,0,0,7.1,10.88
5859,Maruti,Swift,2021,Petrol,5 Seats,Unknown,Manual,First Owner,1197,41000,81.8,21.21,0,0,0,0,0,5.0,7.03
5860,Tata,Tiago,2022,CNG,5 Seats,Gujarat,Manual,First Owner,1199,20000,72.0,26.49,0,0,0,0,0,6.3,8.1
5861,Hyundai,Grand,2024,Petrol,5 Seats,Haryana,Manual,First Owner,1197,10000,82.0,18.0,0,1,1,0,0,7.25,8.86
5862,Ford,Figo,2014,Diesel,5 Seats,Haryana,Manual,First Owner,1399,80000,68.05,20.0,0,0,0,1,0,1.5,6.6
5863,Maruti,Swift,2012,Diesel,5 Seats,Gujarat,Manual,Second Owner,1248,60000,74.0,22.9,0,0,0,0,0,3.5,7.06
5864,Mahindra,Bolero,2014,Diesel,7 Seats,Maharashtra,Manual,Second Owner,2523,100000,62.1,15.96,0,0,0,0,0,4.31,9.95
5865,Maruti,Swift,2014,Diesel,5 Seats,Gujarat,Manual,Second Owner,1248,150000,74.0,22.9,0,1,0,0,0,4.4,8.01
5866,Mahindra,Bolero,2014,Diesel,7 Seats,Gujarat,Manual,Fourth Owner,2523,120000,62.1,15.96,0,0,0,0,0,5.25,10.37
5867,Mahindra,Jeep,1991,Diesel,6 Seats,Gujarat,Manual,Third Owner,2523,120000,102.374,14.078,0,0,0,0,0,2.4,4.76
5868,Renault,Triber,2021,Petrol,7 Seats,Rajasthan,Manual,First Owner,999,48000,70.638,19.407,0,0,0,0,0,4.29,7.3
5869,Mahindra,Bolero,2017,Diesel,7 Seats,Gujarat,Manual,Second Owner,1493,100000,99.241,18.738,0,0,0,0,0,4.2,8.64
5870,Nissan,Magnite,2022,Petrol,5 Seats,Gujarat,Manual,First Owner,999,50000,72.745,19.02,0,0,0,0,0,6.5,8.97
5871,Hyundai,EON,2013,Petrol,5 Seats,Gujarat,Manual,Fifth Owner,814,120000,55.58,21.095,0,0,0,0,0,1.5,3.8
5872,Hyundai,EON,2012,Petrol,5 Seats,Gujarat,Manual,Third Owner,814,120000,55.58,20.995,0,0,0,0,0,1.1,4.29
5873,Maruti,FRONX,2024,CNG,5 Seats,Other/Regional Code,Manual,First Owner,1197,10000,66.572,29.857,0,0,0,0,0,8.5,9.44
5874,Renault,Triber,2021,Petrol,7 Seats,Rajasthan,Manual,First Owner,999,47000,70.638,19.407,0,0,0,0,0,4.5,7.3
5875,Maruti,Swift,2010,Petrol,5 Seats,Gujarat,Manual,Second Owner,1298,88000,85.8,17.5,0,0,0,0,0,1.8,5.95
5876,Maruti,Alto,2007,Petrol,5 Seats,Gujarat,Manual,Second Owner,796,80000,46.3,19.7,0,0,0,0,0,0.8,3.32
5877,Hyundai,i20,2011,Diesel,5 Seats,Gujarat,Manual,Fourth Owner,1396,160000,84.843,22.193,0,0,0,0,0,1.25,7.84
5878,Mahindra,Scorpio,2023,Diesel,7 Seats,Rajasthan,Manual,First Owner,2198,122500,172.45,15.42,0,1,0,0,0,22.0,26.32
5879,Maruti,Swift,2011,Petrol,5 Seats,Gujarat,Manual,Second Owner,1298,160000,85.8,17.5,0,0,0,0,0,1.8,6.48
5880,Maruti,Ertiga,2022,Petrol,7 Seats,Gujarat,Manual,First Owner,1462,70000,101.65,20.51,1,0,1,0,0,10.0,10.53
5881,Hyundai,Exter,2024,CNG,5 Seats,Gujarat,Manual,First Owner,1197,40000,67.72,27.1,1,1,1,0,0,8.8,10.26
5882,Toyota,Innova,2013,Diesel,8 Seats,Gujarat,Manual,First Owner,2494,160000,100.6,12.905,0,0,1,0,0,4.5,15.16
5883,Maruti,S-Presso,2022,Petrol,5 Seats,Gujarat,Manual,First Owner,998,20000,65.71,21.7,0,0,0,1,0,4.5,5.32
5884,Mahindra,Scorpio,2011,Diesel,8 Seats,Gujarat,Manual,Fourth Owner,2523,80000,69.348,14.268,0,0,0,0,0,2.5,9.85
5885,Maruti,Vitara,2016,Diesel,5 Seats,Gujarat,Manual,Second Owner,1248,90000,87.966,24.358,0,0,0,0,0,6.51,11.25
5886,Hyundai,i10,2011,Petrol,5 Seats,Delhi,Manual,First Owner,1197,60000,79.649,20.103,0,0,0,0,0,2.15,5.29
5887,Maruti,S-Presso,2020,Petrol,5 Seats,Rajasthan,Manual,First Owner,998,40000,65.71,21.7,0,0,0,1,0,4.55,5.27
5888,Mahindra,Scorpio,2014,Diesel,7 Seats,Gujarat,Manual,Third Owner,2179,150000,121.656,12.05,0,0,0,0,0,3.5,13.89
5889,Maruti,Alto,2010,Petrol,5 Seats,Rajasthan,Manual,Fifth Owner,796,70000,46.3,19.7,0,0,0,0,0,1.25,4.4
5890,Nissan,Micra,2012,Petrol,5 Seats,Rajasthan,Manual,Third Owner,1198,120000,75.0,18.06,0,0,0,1,0,1.35,5.77
5891,Hyundai,i10,2008,Petrol,5 Seats,Rajasthan,Manual,Fourth Owner,1086,90000,68.847,19.92,0,0,0,0,0,1.1,4.97
5892,Datsun,GO,2019,Petrol,5 Seats,Gujarat,Manual,First Owner,1198,160000,67.05,19.02,0,0,0,1,0,2.0,5.6
5893,Maruti,Wagon,2009,Petrol,5 Seats,Gujarat,Manual,Second Owner,1061,120000,67.0,18.9,0,0,0,1,0,1.62,4.21
5894,Maruti,Celerio,2019,Petrol,5 Seats,Gujarat,Manual,First Owner,998,100000,67.04,23.1,0,0,0,1,0,4.0,5.54
5895,Maruti,Ciaz,2016,Diesel,5 Seats,Gujarat,Manual,First Owner,1248,150000,88.5,28.09,1,1,1,0,0,4.8,10.17
5896,Nissan,Micra,2017,Petrol,5 Seats,Gujarat,Automatic,First Owner,1198,120000,76.0,19.34,0,1,0,0,0,3.5,7.51
5897,Maruti,Ignis,2018,Petrol,5 Seats,Gujarat,Manual,Second Owner,1197,120000,81.8,20.89,0,0,0,1,0,4.0,6.08
5898,Maruti,Swift,2011,Petrol,5 Seats,Gujarat,Manual,First Owner,1197,120000,85.8,18.6,0,0,0,1,0,3.25,5.6
5899,Maruti,Swift,2011,Diesel,5 Seats,Gujarat,Manual,Fourth Owner,1248,150000,73.9,19.3,0,0,0,0,0,2.0,7.61
5900,Mahindra,XUV700,2022,Diesel,7 Seats,Gujarat,Manual,Second Owner,2198,150000,182.38,15.0,0,1,0,0,0,16.0,23.78
5901,Tata,Altroz,2020,Petrol,5 Seats,Rajasthan,Manual,First Owner,1199,80000,84.88,18.53,0,1,1,0,0,5.45,8.9
5902,Maruti,Alto,2019,Petrol,5 Seats,Rajasthan,Manual,Second Owner,998,50000,67.171,23.165,0,0,0,0,0,4.0,4.84
5903,Maruti,Wagon,2018,Petrol,5 Seats,Maharashtra,Manual,First Owner,998,38000,67.04,20.51,0,0,0,1,0,4.5,5.63
5904,MG,Hector,2021,Diesel,5 Seats,Gujarat,Manual,First Owner,1956,70000,178.538,15.988,0,0,0,0,0,16.0,23.17
5905,MG,Astor,2025,Petrol,5 Seats,Maharashtra,Manual,First Owner,1498,10000,112.331,16.086,0,0,0,0,0,13.5,14.69
5906,MG,Hector,2023,Diesel,6 Seats,Telangana,Manual,First Owner,1956,50000,179.275,14.967,0,0,0,0,0,18.5,26.43
5907,Hyundai,Creta,2021,Diesel,5 Seats,Maharashtra,Manual,Second Owner,1493,68000,113.001,18.682,0,0,0,0,0,11.0,14.31
5908,Hyundai,Verna,2018,Petrol,5 Seats,Gujarat,Manual,Second Owner,1368,80000,89.232,18.134,0,0,0,0,0,6.55,10.35
5909,Maruti,Wagon,2017,Petrol,5 Seats,Maharashtra,Manual,First Owner,998,30000,67.274,21.142,0,0,0,0,0,4.0,5.34
5910,Hyundai,Santro,2008,LPG,5 Seats,Telangana,Manual,Fifth Owner,1086,80000,68.836,14.199,0,0,0,0,0,1.6,5.61
5911,Mahindra,XUV300,2020,Diesel,5 Seats,Maharashtra,Manual,Second Owner,1497,90000,113.596,20.056,0,0,0,0,0,7.11,11.44
5912,Skoda,Rapid,2012,Diesel,5 Seats,Maharashtra,Manual,Fourth Owner,1598,100000,103.6,20.5,1,1,1,0,0,3.0,11.58
5913,Maruti,Alto,2019,Petrol,5 Seats,Unknown,Manual,First Owner,796,48000,47.3,24.7,0,0,0,0,0,2.5,4.27
5914,Maruti,Wagon,2017,Petrol,5 Seats,Unknown,Automatic,Second Owner,998,93000,67.0,20.51,0,0,0,1,0,3.0,6.16
5915,Hyundai,EON,2018,Petrol,5 Seats,Gujarat,Manual,Second Owner,814,70000,55.2,21.1,0,0,0,0,0,2.1,4.29
5916,Toyota,Innova,2012,Diesel,7 Seats,Telangana,Manual,Second Owner,2494,320000,100.0,13.159,1,0,1,0,0,6.0,17.98
5917,Hyundai,Accent,2002,Petrol,5 Seats,Telangana,Manual,Second Owner,1495,120000,97.898,13.2,0,0,0,0,0,1.34,5.96
5918,Maruti,Swift,2019,Diesel,5 Seats,Unknown,Manual,First Owner,1248,110000,74.02,28.4,1,0,1,0,0,8.51,8.96
5919,Maruti,800,2007,Petrol,4 Seats,Maharashtra,Manual,Third Owner,796,150000,37.0,16.1,0,0,0,0,0,0.65,2.43
5920,Ford,Ecosport,2019,Diesel,5 Seats,Maharashtra,Manual,First Owner,1498,120000,98.96,23.0,1,0,0,0,0,8.1,9.93
5921,Hyundai,Verna,2013,Diesel,5 Seats,Punjab,Manual,Third Owner,1582,100000,126.32,22.32,1,1,0,0,0,3.9,13.19
5922,Volkswagen,Polo,2016,Petrol,5 Seats,Maharashtra,Manual,Second Owner,1199,70000,78.414,19.61,0,0,0,0,0,5.25,7.12
5923,Mahindra,XUV500,2018,Diesel,7 Seats,Maharashtra,Manual,Second Owner,2179,100000,138.624,15.887,0,0,0,0,0,13.0,20.74
5924,Tata,Harrier,2019,Diesel,5 Seats,Madhya Pradesh,Manual,Second Owner,1956,80000,155.769,16.774,0,0,0,0,0,9.0,19.59
5925,Maruti,Ertiga,2016,Diesel,7 Seats,Maharashtra,Manual,Third Owner,1248,100000,87.981,24.156,0,0,0,0,0,7.5,11.61
5926,Volkswagen,Polo,2010,Petrol,5 Seats,Maharashtra,Manual,First Owner,1198,100000,79.15,17.845,0,0,0,0,0,3.5,5.99
5927,Honda,Jazz,2016,Petrol,5 Seats,Maharashtra,Manual,Second Owner,1199,70000,88.7,18.7,0,1,0,0,0,4.3,8.66
5928,Audi,Q3,2016,Diesel,5 Seats,Maharashtra,Manual,Second Owner,1968,80000,138.13,18.533,0,0,0,0,0,16.5,37.16
5929,Honda,City,2014,Diesel,5 Seats,Maharashtra,Manual,Second Owner,1498,160000,101.996,22.763,0,0,0,0,0,3.8,12.77
5930,Ford,Ecosport,2019,Diesel,5 Seats,Maharashtra,Manual,First Owner,1498,120000,98.96,23.0,1,1,0,0,0,8.1,13.05
5931,Tata,Safari,2022,Diesel,7 Seats,Telangana,Automatic,First Owner,1956,40000,167.67,14.08,0,1,0,0,1,18.0,26.37
5932,Hyundai,EON,2017,Petrol,5 Seats,Maharashtra,Manual,Third Owner,814,90000,55.2,21.1,0,0,0,0,0,3.0,4.49
5933,Nissan,Terrano,2014,Diesel,5 Seats,Maharashtra,Manual,Third Owner,1461,150000,83.8,20.45,0,0,0,0,1,4.0,11.77
5934,Honda,City,2014,Diesel,5 Seats,Punjab,Manual,Second Owner,1498,150000,102.508,21.686,0,0,0,0,0,3.5,10.88
5935,Hyundai,EON,2012,Petrol,5 Seats,Punjab,Manual,Fourth Owner,814,90000,55.58,20.952,0,0,0,0,0,1.3,4.3
5936,Maruti,Swift,2014,Diesel,5 Seats,Punjab,Manual,Fourth Owner,1248,90000,77.949,23.524,0,0,0,0,0,4.2,7.71
5937,Hyundai,i10,2012,Petrol,5 Seats,Punjab,Manual,Third Owner,1197,100000,80.66,19.831,0,0,0,0,0,1.6,5.61
5938,Maruti,Swift,2015,Diesel,5 Seats,Punjab,Manual,Second Owner,1248,90000,82.334,25.629,0,0,0,0,0,2.3,6.64
5939,Volkswagen,Taigun,2024,Petrol,5 Seats,Punjab,Manual,First Owner,999,20000,113.527,18.278,0,0,0,0,0,11.3,14.89
5940,Maruti,Baleno,2016,Diesel,5 Seats,Punjab,Manual,Second Owner,1248,120000,85.749,26.977,0,0,0,0,0,5.5,8.33
5941,Hyundai,EON,2013,Petrol,5 Seats,Punjab,Manual,Third Owner,814,90000,55.58,20.999,0,0,0,0,0,1.7,4.45
5942,Toyota,Innova,2012,Diesel,8 Seats,Maharashtra,Manual,Fourth Owner,2494,150000,106.51,12.8,0,0,0,0,0,4.6,11.62
5943,Tata,Altroz,2023,Diesel,5 Seats,Punjab,Manual,First Owner,1497,30000,101.957,21.565,0,0,0,0,0,7.0,11.44
5944,Tata,Tiago,2017,Diesel,5 Seats,Maharashtra,Manual,Third Owner,1047,70000,69.0,27.28,0,0,0,0,0,3.2,7.37
5945,Mahindra,Scorpio,2017,Diesel,7 Seats,Delhi,Manual,First Owner,2179,39000,140.0,16.36,0,0,0,0,0,10.5,16.09
5946,Maruti,Swift,2012,Diesel,5 Seats,Chandigarh,Manual,First Owner,1248,115000,74.0,22.9,0,0,0,0,0,2.8,7.29
5947,Mahindra,Thar,2023,Petrol,4 Seats,Maharashtra,Manual,First Owner,1997,6000,150.19,8.0,0,0,0,0,0,14.0,18.04
5948,Maruti,Vitara,2018,Diesel,5 Seats,Delhi,Manual,First Owner,1248,73000,88.5,24.3,1,0,0,0,1,6.25,9.52
5949,Maruti,Alto,2011,Petrol,5 Seats,Maharashtra,Manual,Fourth Owner,998,90000,67.1,20.92,0,0,0,1,0,1.7,3.83
5950,Maruti,Alto,2017,Petrol,5 Seats,Punjab,Manual,Second Owner,998,90000,67.05,23.95,0,0,0,1,0,3.0,4.64
5951,MG,Gloster,2021,Diesel,6 Seats,Punjab,Automatic,First Owner,1996,100000,205.479,12.378,0,0,0,0,0,24.0,46.8
5952,Mahindra,Scorpio,2022,Petrol,7 Seats,Andhra Pradesh,Manual,First Owner,1997,60000,197.262,12.11,0,0,0,0,0,15.5,23.65
5953,Maruti,Wagon,2005,Petrol,5 Seats,Punjab,Manual,Fourth Owner,998,120000,67.276,18.921,0,0,0,0,0,1.0,4.38
5954,Maruti,Baleno,2020,Petrol,5 Seats,Punjab,Manual,First Owner,1197,67000,81.8,21.01,0,1,0,0,0,6.3,8.05
5955,Hyundai,Elantra,2012,Petrol,5 Seats,Punjab,Manual,Second Owner,1797,215000,147.5,16.3,0,1,0,0,1,3.5,16.72
5956,Mahindra,XUV500,2021,Diesel,7 Seats,Unknown,Manual,Second Owner,2179,57000,152.87,15.1,0,1,0,0,0,10.0,20.56
5957,Hyundai,Xcent,2014,Diesel,5 Seats,Haryana,Manual,Second Owner,1120,100000,71.0,24.4,0,0,0,0,0,2.0,7.03
5958,Hyundai,Verna,2015,Diesel,5 Seats,Punjab,Manual,First Owner,1582,170000,126.32,23.9,0,1,0,0,1,5.0,14.69
5959,Toyota,Innova,2016,Diesel,7 Seats,Punjab,Manual,Second Owner,2393,120000,147.8,14.46,0,1,1,0,0,12.5,24.33
5960,Mahindra,Scorpio,2018,Diesel,7 Seats,Haryana,Manual,First Owner,2179,90000,132.592,15.591,0,0,0,0,0,9.7,18.53
5961,Volkswagen,Jetta,2012,Diesel,5 Seats,Punjab,Manual,Second Owner,1968,160000,138.1,19.33,0,1,0,0,1,2.5,21.52
5962,Audi,A6,2008,Diesel,5 Seats,Chandigarh,Automatic,Second Owner,2967,160000,241.38,13.406,0,0,0,0,0,2.0,66.0
5963,Hyundai,Creta,2023,Diesel,5 Seats,Punjab,Manual,First Owner,1493,40000,113.45,18.0,0,1,0,0,0,15.02,19.15
5964,Hyundai,i20,2017,Diesel,5 Seats,Punjab,Manual,First Owner,1396,197000,88.73,22.54,0,1,1,0,0,5.5,10.66
5965,Maruti,Swift,2011,Diesel,5 Seats,Punjab,Manual,Second Owner,1248,100000,74.0,22.9,0,0,0,0,0,1.6,7.29
5966,Hyundai,i20,2012,Diesel,5 Seats,Haryana,Manual,Third Owner,1396,176000,87.382,21.9,0,1,1,0,0,1.75,7.14
5967,Maruti,Swift,2014,Diesel,5 Seats,Punjab,Manual,Second Owner,1248,160000,74.0,25.2,0,0,0,0,0,4.25,7.67
5968,Maruti,Swift,2015,Diesel,5 Seats,Punjab,Manual,First Owner,1248,104000,74.0,25.2,0,0,0,0,0,5.5,7.76
5969,Ford,Figo,2014,Diesel,5 Seats,Unknown,Manual,First Owner,1399,100000,68.05,20.0,0,0,0,0,0,1.15,5.95
5970,Mahindra,XUV500,2021,Diesel,7 Seats,Unknown,Manual,Second Owner,2179,57000,152.87,15.1,0,1,0,0,0,10.0,20.56
5971,Hyundai,i20,2012,Diesel,5 Seats,Punjab,Manual,Second Owner,1396,160000,87.015,22.462,0,0,0,0,0,2.35,7.14
5972,MG,Astor,2023,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1498,29000,112.331,15.937,0,0,0,0,0,11.5,13.39
5973,Hyundai,Grand,2018,Diesel,5 Seats,Punjab,Manual,First Owner,1186,50000,73.97,24.0,0,0,1,0,0,5.0,8.24
5974,MG,Hector,2019,Petrol,5 Seats,Uttar Pradesh,Automatic,First Owner,1451,90000,142.688,14.722,0,0,0,0,0,12.5,20.25
5975,Maruti,Swift,2019,Petrol,5 Seats,Unknown,Manual,First Owner,1197,90000,82.495,21.203,0,0,0,0,0,5.35,7.03
5976,Maruti,Vitara,2017,Diesel,5 Seats,Uttar Pradesh,Manual,Third Owner,1248,150000,87.966,24.363,0,0,0,0,0,5.0,9.22
5977,Maruti,Alto,2010,Petrol,5 Seats,Punjab,Manual,Third Owner,796,139000,46.3,19.7,0,0,0,0,0,1.0,3.44
5978,Skoda,Laura,2012,Diesel,5 Seats,Punjab,Manual,Third Owner,1968,140000,108.5,20.0,0,1,0,0,1,2.5,19.45
5979,Maruti,Alto,2019,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,998,100000,67.05,23.95,0,0,0,1,0,2.3,4.73
5980,Tata,Indigo,2015,Diesel,5 Seats,Uttar Pradesh,Manual,Second Owner,1396,115000,69.0,23.03,0,0,0,0,0,2.0,6.52
5981,Maruti,Swift,2012,Diesel,5 Seats,Punjab,Manual,Third Owner,1248,134000,74.0,22.9,0,1,0,0,0,3.25,7.71
